"pnum","age","sex","bto_species_code","bto_ring","date","yr","nb","retrap","imm_res"
"20071EX62B","1",NA,"GRETI","TC58648","19/05/2007 00:00",2007,"EX62B","N","resident"
"20071EX62A","1",NA,"GRETI","TC58655","19/05/2007 00:00",2007,"EX62A","N","resident"
"20071EX62A","1",NA,"GRETI","TC58658","19/05/2007 00:00",2007,"EX62A","N","resident"
"20071CP21","1",NA,"GRETI","TC58678","19/05/2007 00:00",2007,"CP21","N","resident"
"20071CP21","1",NA,"GRETI","TC58677","19/05/2007 00:00",2007,"CP21","N","resident"
"20071W83","1",NA,"GRETI","TK27922","19/05/2007 00:00",2007,"W83","N","resident"
"20071SW35","1",NA,"GRETI","TK27782","19/05/2007 00:00",2007,"SW35","N","resident"
"20071CP14A","1",NA,"GRETI","TK27960","20/05/2007 00:00",2007,"CP14A","N","resident"
"20071B16","1",NA,"GRETI","TK27250","20/05/2007 00:00",2007,"B16","N","resident"
"20071MP56","1",NA,"GRETI","TJ26665","20/05/2007 15:50",2007,"MP56","N","resident"
"20071EX48","1",NA,"GRETI","VE32620","21/05/2007 00:00",2007,"EX48","N","resident"
"20071EX43C","1",NA,"GRETI","TK26980","21/05/2007 00:00",2007,"EX43C","N","resident"
"20071EX43C","1",NA,"GRETI","TK26987","21/05/2007 00:00",2007,"EX43C","N","resident"
"20071SW33","1",NA,"GRETI","TE79918","21/05/2007 00:00",2007,"SW33","N","resident"
"20071O13","1",NA,"GRETI","TK26867","22/05/2007 00:00",2007,"O13","N","resident"
"20071P8","1",NA,"GRETI","NC11333","22/05/2007 00:00",2007,"P8","N","resident"
"20071O81","1",NA,"GRETI","TJ27445","23/05/2007 00:00",2007,"O81","N","resident"
"20081C119","1",NA,"GRETI","TL37593","17/05/2008 11:54",2008,"C119","N","resident"
"20081C54","1",NA,"GRETI","TL37582","17/05/2008 12:49",2008,"C54","N","resident"
"20081MP36","1",NA,"GRETI","TL37574","18/05/2008 18:52",2008,"MP36","N","resident"
"20081C11","1",NA,"GRETI","TL37553","18/05/2008 20:56",2008,"C11","N","resident"
"20081O63","1",NA,"GRETI","TL39013","19/05/2008 00:00",2008,"O63","N","resident"
"20081SW109","1",NA,"GRETI","TL39029","19/05/2008 00:00",2008,"SW109","N","resident"
"20081MP27","1",NA,"GRETI","TJ26128","19/05/2008 00:00",2008,"MP27","N","resident"
"20081C14","1",NA,"GRETI","TL37539","19/05/2008 06:48",2008,"C14","N","resident"
"20081C14","1",NA,"GRETI","TL37538","19/05/2008 06:50",2008,"C14","N","resident"
"20081C108","1",NA,"GRETI","TL37531","19/05/2008 07:14",2008,"C108","N","resident"
"20081C109","1",NA,"GRETI","TL37524","19/05/2008 07:38",2008,"C109","N","resident"
"20081EX53","1",NA,"GRETI","TK26669","20/05/2008 00:00",2008,"EX53","N","resident"
"20081MP50","1",NA,"GRETI","TL39116","21/05/2008 00:00",2008,"MP50","N","resident"
"20081O15","1",NA,"GRETI","TL39121","23/05/2008 00:00",2008,"O15","N","resident"
"20081MP64","1",NA,"GRETI","TL39143","23/05/2008 00:00",2008,"MP64","N","resident"
"20081MP17","1",NA,"GRETI","TL39177","25/05/2008 00:00",2008,"MP17","N","resident"
"20081O69","1",NA,"GRETI","TJ26196","26/05/2008 00:00",2008,"O69","N","resident"
"20081W98","1",NA,"GRETI","TJ24564","26/05/2008 00:00",2008,"W98","N","resident"
"20081O69","1",NA,"GRETI","TJ26191","26/05/2008 00:00",2008,"O69","N","resident"
"20081O48","1",NA,"GRETI","TJ26190","26/05/2008 00:00",2008,"O48","N","resident"
"20081MP32","1",NA,"GRETI","TL39183","26/05/2008 00:00",2008,"MP32","N","resident"
"20081O64","1",NA,"GRETI","TL39075","27/05/2008 00:00",2008,"O64","N","resident"
"20081SW107","1",NA,"GRETI","TL39089","28/05/2008 00:00",2008,"SW107","N","resident"
"20081MP79","1",NA,"GRETI","TJ25269","29/05/2008 00:00",2008,"MP79","N","resident"
"20081MP79","1",NA,"GRETI","TJ25265","29/05/2008 00:00",2008,"MP79","N","resident"
"20081C163","1",NA,"GRETI","TL37495","29/05/2008 07:36",2008,"C163","N","resident"
"20081C62","1",NA,"GRETI","TL37067","29/05/2008 08:06",2008,"C62","N","resident"
"20081C61","1",NA,"GRETI","TL37072","29/05/2008 08:27",2008,"C61","N","resident"
"20081EX9","1",NA,"GRETI","TL36368","30/05/2008 00:00",2008,"EX9","N","resident"
"20081B63","1",NA,"GRETI","TJ26252","30/05/2008 00:00",2008,"B63","N","resident"
"20081W57","1",NA,"GRETI","TL36340","30/05/2008 00:00",2008,"W57","N","resident"
"20081W4A","1",NA,"GRETI","TL38125","31/05/2008 00:00",2008,"W4A","N","resident"
"20081O52","1",NA,"GRETI","TL39277","31/05/2008 00:00",2008,"O52","N","resident"
"20081CP16","1",NA,"GRETI","TL37131","31/05/2008 17:43",2008,"CP16","N","resident"
"20081CP16","1",NA,"GRETI","TL37132","31/05/2008 17:45",2008,"CP16","N","resident"
"20081CP11","1",NA,"GRETI","TL38138","01/06/2008 00:00",2008,"CP11","N","resident"
"20081O16","1",NA,"GRETI","TL37155","01/06/2008 14:55",2008,"O16","N","resident"
"20081O16","1",NA,"GRETI","TL37158","01/06/2008 15:01",2008,"O16","N","resident"
"20081EX60","1",NA,"GRETI","TL38174","02/06/2008 00:00",2008,"EX60","N","resident"
"20081EX60","1",NA,"GRETI","TL38179","02/06/2008 00:00",2008,"EX60","N","resident"
"20081EX59","1",NA,"GRETI","TL38187","02/06/2008 00:00",2008,"EX59","N","resident"
"20081SW78","1",NA,"GRETI","TL39600","02/06/2008 00:00",2008,"SW78","N","resident"
"20081O28","1",NA,"GRETI","TL39605","02/06/2008 00:00",2008,"O28","N","resident"
"20081CP23","1",NA,"GRETI","TL38197","02/06/2008 00:00",2008,"CP23","N","resident"
"20081O96","1",NA,"GRETI","TL36477","02/06/2008 00:00",2008,"O96","N","resident"
"20081EX51A","1",NA,"GRETI","TL38215","03/06/2008 00:00",2008,"EX51A","N","resident"
"20081CP9","1",NA,"GRETI","TL38228","03/06/2008 00:00",2008,"CP9","N","resident"
"20081CP9","1",NA,"GRETI","TL38226","03/06/2008 00:00",2008,"CP9","N","resident"
"20081SW23","1",NA,"GRETI","TL39399","03/06/2008 00:00",2008,"SW23","N","resident"
"20081SW133","1",NA,"GRETI","TL39629","04/06/2008 00:00",2008,"SW133","N","resident"
"20081SW53","1",NA,"GRETI","TL39490","04/06/2008 00:00",2008,"SW53","N","resident"
"20081SW113","1",NA,"GRETI","TL39659","09/06/2008 00:00",2008,"SW113","N","resident"
"20091C151","1",NA,"GRETI","TP25518","14/05/2009 00:00",2009,"C151","N","resident"
"20091C9A","1",NA,"GRETI","TP25530","15/05/2009 00:00",2009,"C9A","N","resident"
"20091CP7","1",NA,"GRETI","TP28610","15/05/2009 00:00",2009,"CP7","N","resident"
"20091MP92","1",NA,"GRETI","TP41818","16/05/2009 00:00",2009,"MP92","N","resident"
"20091MP92","1",NA,"GRETI","TP41819","16/05/2009 00:00",2009,"MP92","N","resident"
"20091C112","1",NA,"GRETI","TP25545","16/05/2009 00:00",2009,"C112","N","resident"
"20091C163","1",NA,"GRETI","TP25604","17/05/2009 00:00",2009,"C163","N","resident"
"20091W97","1",NA,"GRETI","TL38784","17/05/2009 13:43",2009,"W97","N","resident"
"20091MP38","1",NA,"GRETI","TP41899","18/05/2009 00:00",2009,"MP38","N","resident"
"20091B161","1",NA,"GRETI","TL37748","18/05/2009 00:00",2009,"B161","N","resident"
"20091B62","1",NA,"GRETI","TL37775","19/05/2009 00:00",2009,"B62","N","resident"
"20091MP60","1",NA,"GRETI","TP41854","19/05/2009 00:00",2009,"MP60","N","resident"
"20091B190","1",NA,"GRETI","TL37756","19/05/2009 00:00",2009,"B190","N","resident"
"20091B18","1",NA,"GRETI","TL37793","20/05/2009 00:00",2009,"B18","N","resident"
"20091B18","1",NA,"GRETI","TL37795","20/05/2009 00:00",2009,"B18","N","resident"
"20091B18","1",NA,"GRETI","TL37794","20/05/2009 00:00",2009,"B18","N","resident"
"20091O13","1",NA,"GRETI","TP41885","20/05/2009 00:00",2009,"O13","N","resident"
"20091MP1","1",NA,"GRETI","TP41544","21/05/2009 00:00",2009,"MP1","N","resident"
"20091B90","1",NA,"GRETI","TL37613","21/05/2009 00:00",2009,"B90","N","resident"
"20091B15","1",NA,"GRETI","TL37639","21/05/2009 00:00",2009,"B15","N","resident"
"20091B15","1",NA,"GRETI","TL37638","21/05/2009 00:00",2009,"B15","N","resident"
"20091CP29","1",NA,"GRETI","TJ24715","21/05/2009 15:15",2009,"CP29","N","resident"
"20091C123","1",NA,"GRETI","TP25735","22/05/2009 00:00",2009,"C123","N","resident"
"20091B36","1",NA,"GRETI","TL37665","22/05/2009 00:00",2009,"B36","N","resident"
"20091B36","1",NA,"GRETI","TL37664","22/05/2009 00:00",2009,"B36","N","resident"
"20091B89","1",NA,"GRETI","TL37674","22/05/2009 00:00",2009,"B89","N","resident"
"20091SW102","1",NA,"GRETI","TP25060","22/05/2009 00:00",2009,"SW102","N","resident"
"20091MP33","1",NA,"GRETI","TP41623","23/05/2009 00:00",2009,"MP33","N","resident"
"20091EX43","1",NA,"GRETI","TJ24755","23/05/2009 08:30",2009,"EX43","N","resident"
"20091W87","1",NA,"GRETI","TJ24770","23/05/2009 10:20",2009,"W87","N","resident"
"20091W45","1",NA,"GRETI","TJ24809","23/05/2009 13:15",2009,"W45","N","resident"
"20091W45","1",NA,"GRETI","TJ24810","23/05/2009 13:15",2009,"W45","N","resident"
"20091EX48A","1",NA,"GRETI","TP28779","24/05/2009 00:00",2009,"EX48A","N","resident"
"20091MP65","1",NA,"GRETI","TP41661","24/05/2009 00:00",2009,"MP65","N","resident"
"20091MP8","1",NA,"GRETI","TP41653","24/05/2009 00:00",2009,"MP8","N","resident"
"20091W37","1",NA,"GRETI","TJ24834","24/05/2009 11:00",2009,"W37","N","resident"
"20091O15","1",NA,"GRETI","TP41663","25/05/2009 00:00",2009,"O15","N","resident"
"20091SW126","1",NA,"GRETI","TP25159","25/05/2009 00:00",2009,"SW126","N","resident"
"20091EX39B","1",NA,"GRETI","TJ24861","25/05/2009 10:00",2009,"EX39B","N","resident"
"20091EX39B","1",NA,"GRETI","TJ24863","25/05/2009 10:00",2009,"EX39B","N","resident"
"20091SW10","1",NA,"GRETI","TP25167","26/05/2009 00:00",2009,"SW10","N","resident"
"20091W78","1",NA,"GRETI","TJ24880","26/05/2009 09:15",2009,"W78","N","resident"
"20091EX43D","1",NA,"GRETI","TJ24902","26/05/2009 11:45",2009,"EX43D","N","resident"
"20091O57","1",NA,"GRETI","TP41710","28/05/2009 00:00",2009,"O57","N","resident"
"20091B31","1",NA,"GRETI","TL37859","29/05/2009 00:00",2009,"B31","N","resident"
"20101MP75","1",NA,"GRETI","TR42713","19/05/2010 00:00",2010,"MP75","N","resident"
"20101EX62C","1",NA,"GRETI","TP42059","21/05/2010 00:00",2010,"EX62C","N","resident"
"20101SW102","1",NA,"GRETI","TR40051","21/05/2010 00:00",2010,"SW102","N","resident"
"20101EX40","1",NA,"GRETI","TR42058","23/05/2010 00:00",2010,"EX40","N","resident"
"20101W19","1",NA,"GRETI","TR42079","24/05/2010 00:00",2010,"W19","N","resident"
"20101MP49","1",NA,"GRETI","TR40183","25/05/2010 00:00",2010,"MP49","N","resident"
"20101W69","1",NA,"GRETI","TR42233","27/05/2010 00:00",2010,"W69","N","resident"
"20101EX54","1",NA,"GRETI","TR43666","30/05/2010 00:00",2010,"EX54","N","resident"
"20101EX50","1",NA,"GRETI","TR43661","30/05/2010 00:00",2010,"EX50","N","resident"
"20101SW73","1",NA,"GRETI","TR40363","30/05/2010 00:00",2010,"SW73","N","resident"
"20051W26","1","M","GRETI","TC58792",NA,2005,"W26","N","resident"
"20051W26","1","F","GRETI","TC58795",NA,2005,"W26","N","resident"
"20051W26","1","M","GRETI","TC58791",NA,2005,"W26","N","resident"
"20051B220","1",NA,"GRETI","TE79230",NA,2005,"B220","N","resident"
"20051B220","1",NA,"GRETI","TE79229",NA,2005,"B220","N","resident"
"19991MP14","5","F","GRETI","K604550","18/05/1999 00:00",1999,"MP14","N","immigrant"
"19991EX58","5","M","GRETI","VX13432","26/05/1999 00:00",1999,"EX58",NA,"immigrant"
"20001O107","5","F","GRETI","K578566","22/05/2000 00:00",2000,"O107","N","immigrant"
"20001P11","5","F","GRETI","K578584","28/05/2000 00:00",2000,"P11","N","immigrant"
"20001B84","5","F","GRETI","K578023","29/05/2000 00:00",2000,"B84","N","immigrant"
"20001B192","6","F","GRETI","K578024","29/05/2000 00:00",2000,"B192","N","immigrant"
"20001W5","5","M","GRETI","K604681","29/05/2000 00:00",2000,"W5","N","immigrant"
"20011W69","5","F","GRETI","C695356","30/05/2001 00:00",2001,"W69","N","immigrant"
"20011CP37","5","F","GRETI","C695386","04/06/2001 00:00",2001,"CP37","N","immigrant"
"20011EX21","5","M","GRETI","C695391","06/06/2001 00:00",2001,"EX21","N","immigrant"
"20011W46","5","F","GRETI","C695390","06/06/2001 00:00",2001,"W46","N","immigrant"
"20021O27","6","M","GRETI","N200009","08/05/2002 00:00",2002,"O27",NA,"immigrant"
"20021B23","5","F","GRETI","K578605","09/05/2002 00:00",2002,"B23","N","immigrant"
"20021SW63","6","F","GRETI","N200674","09/05/2002 00:00",2002,"SW63",NA,"immigrant"
"20021CP16","5","M","GRETI","N200584","10/05/2002 00:00",2002,"CP16","N","immigrant"
"20021CP42A","5","F","GRETI","N200581","10/05/2002 00:00",2002,"CP42A","N","immigrant"
"20021EX51A","5","M","GRETI","N200583","10/05/2002 00:00",2002,"EX51A","N","immigrant"
"20021O70","5","F","GRETI","N200109","11/05/2002 00:00",2002,"O70","N","immigrant"
"20021EX48","5","F","GRETI","N200588","11/05/2002 00:00",2002,"EX48","N","immigrant"
"20021B25","5","F","GRETI","K578619","14/05/2002 00:00",2002,"B25","N","immigrant"
"20021C159","6","F","GRETI","H300052","14/05/2002 00:00",2002,"C159","N","immigrant"
"20021B11","5","F","GRETI","N200624","14/05/2002 00:00",2002,"B11",NA,"immigrant"
"20021O72","6","F","GRETI","N200115","16/05/2002 00:00",2002,"O72","N","immigrant"
"20021W81","5","F","GRETI","N200599","16/05/2002 00:00",2002,"W81","N","immigrant"
"20021B131","6","F","GRETI","K578058","16/05/2002 00:00",2002,"B131",NA,"immigrant"
"20021CP19","5","F","GRETI","N200706","20/05/2002 00:00",2002,"CP19","N","immigrant"
"20021W10","5","F","GRETI","N200712","22/05/2002 00:00",2002,"W10","N","immigrant"
"20031EX35","5","F","GRETI","N200806","17/05/2003 00:00",2003,"EX35","N","immigrant"
"20031W36","5","M","GRETI","R040039","17/05/2003 00:00",2003,"W36",NA,"immigrant"
"20031MP86","5","F","GRETI","P439036","18/05/2003 00:00",2003,"MP86","R","immigrant"
"20031W28","5","F","GRETI","N200810","19/05/2003 00:00",2003,"W28","N","immigrant"
"20031B206","5","F","GRETI","R040172","20/05/2003 00:00",2003,"B206","R","immigrant"
"20031EX22","5","M","GRETI","R040132","21/05/2003 00:00",2003,"EX22",NA,"immigrant"
"20031W103A","5","F","GRETI","R040127","22/05/2003 00:00",2003,"W103A",NA,"immigrant"
"20031O82","5","F","GRETI","P439057","22/05/2003 00:00",2003,"O82",NA,"immigrant"
"20031W42","5","M","GRETI","R040074","22/05/2003 00:00",2003,"W42",NA,"immigrant"
"20031SW20","5","F","GRETI","K578961","23/05/2003 00:00",2003,"SW20","N","immigrant"
"20031MP52","5","F","GRETI","R639009","23/05/2003 00:00",2003,"MP52","N","immigrant"
"20031CP13","5","F","GRETI","R040149","23/05/2003 00:00",2003,"CP13",NA,"immigrant"
"20031MP25","5","F","GRETI","R639013","25/05/2003 00:00",2003,"MP25","N","immigrant"
"20031EX61","5","M","GRETI","R040112","25/05/2003 00:00",2003,"EX61",NA,"immigrant"
"20031CP5B","5","F","GRETI","P439042","26/05/2003 00:00",2003,"CP5B",NA,"immigrant"
"20031B216","5","F","GRETI","R040184","27/05/2003 00:00",2003,"B216","R","immigrant"
"20031EX77","5","M","GRETI","R040159","30/05/2003 00:00",2003,"EX77",NA,"immigrant"
"20031MP75","6","F","GRETI","R639004","01/06/2003 00:00",2003,"MP75",NA,"immigrant"
"20031B99A","5","F","GRETI","P439051","06/06/2003 00:00",2003,"B99A",NA,"immigrant"
"20031B139","5","F","GRETI","R639015","09/06/2003 00:00",2003,"B139","R","immigrant"
"20041CP35","5","M","GRETI","T177501","11/05/2004 10:00",2004,"CP35","N","immigrant"
"20041MP86","5","F","GRETI","N199102","15/05/2004 00:00",2004,"MP86","N","immigrant"
"20041B185","6","F","GRETI","P439017","15/05/2004 11:00",2004,"B185","R","immigrant"
"20041MP7","5","F","GRETI","N199106","18/05/2004 00:00",2004,"MP7","N","immigrant"
"20041EX47A","6","M","GRETI","R040133","19/05/2004 10:00",2004,"EX47A","R","immigrant"
"20041EX64","5","F","GRETI","T177509","19/05/2004 12:00",2004,"EX64","N","immigrant"
"20041MP60","5","F","GRETI","N199111","20/05/2004 00:00",2004,"MP60","N","immigrant"
"20041B121","5","F","GRETI","N200125","20/05/2004 07:00",2004,"B121","N","immigrant"
"20041B24","5","F","GRETI","N200126","20/05/2004 09:00",2004,"B24","N","immigrant"
"20041SW70","5","F","GRETI","P439165","21/05/2004 15:00",2004,"SW70","R","immigrant"
"20041W93","6","M","GRETI","N200769","22/05/2004 14:00",2004,"W93","R","immigrant"
"20041P12","5","F","GRETI","F952941","24/05/2004 07:00",2004,"P12","R","immigrant"
"20041W69","6","M","GRETI","R040136","24/05/2004 11:00",2004,"W69","R","immigrant"
"20041O29","6","F","GRETI","R040089","26/05/2004 08:00",2004,"O29","R","immigrant"
"20041O27A","5","F","GRETI","P439195","26/05/2004 08:00",2004,"O27A","R","immigrant"
"20041B16","5","F","GRETI","P439175","26/05/2004 10:00",2004,"B16","R","immigrant"
"20041MP32","5","M","GRETI","N199113","29/05/2004 00:00",2004,"MP32","N","immigrant"
"20041P5","5","F","GRETI","P439161","30/05/2004 13:00",2004,"P5","R","immigrant"
"20041W104","6","M","GRETI","R040111","31/05/2004 13:00",2004,"W104","R","immigrant"
"20041CP33","6","M","GRETI","R040057","01/06/2004 11:00",2004,"CP33","R","immigrant"
"20051MP68","5","F","GRETI","T550076","10/05/2005 07:00",2005,"MP68","R","immigrant"
"20051MP55","5","F","GRETI","T550082","13/05/2005 08:00",2005,"MP55","R","immigrant"
"20051MP35","5","F","GRETI","T550059","15/05/2005 07:00",2005,"MP35","R","immigrant"
"20051C130","5","F","GRETI","F952460","16/05/2005 12:00",2005,"C130","N","immigrant"
"20051MP93","5","F","GRETI","T550098","17/05/2005 10:00",2005,"MP93","R","immigrant"
"20051B89","5","F","GRETI","A225441","19/05/2005 00:00",2005,"B89","R","immigrant"
"20051O76","5","F","GRETI","T550164","20/05/2005 00:00",2005,"O76","N","immigrant"
"20051B226","5","M","GRETI","T550024","20/05/2005 00:00",2005,"B226","R","immigrant"
"20051B226","5","F","GRETI","T176487","20/05/2005 00:00",2005,"B226","R","immigrant"
"20051EX1","5","F","GRETI","T177550","20/05/2005 07:00",2005,"EX1","R","immigrant"
"20051B141","5","F","GRETI","N199294","20/05/2005 09:00",2005,"B141","N","immigrant"
"20051P6","5","F","GRETI","N199299","21/05/2005 07:00",2005,"P6","N","immigrant"
"20051O64","5","F","GRETI","T640309","21/05/2005 08:00",2005,"O64","N","immigrant"
"20051MP6","5","F","GRETI","A225307","21/05/2005 09:00",2005,"MP6","R","immigrant"
"20051B161","5","F","GRETI","P812079","22/05/2005 07:00",2005,"B161","N","immigrant"
"20051B49","5","F","GRETI","P812080","22/05/2005 08:00",2005,"B49","N","immigrant"
"20051MP92","5","F","GRETI","P439282","22/05/2005 08:00",2005,"MP92","R","immigrant"
"20051MP32","5","M","GRETI","T550043","22/05/2005 09:00",2005,"MP32","R","immigrant"
"20051W56","5","M","GRETI","E985065","22/05/2005 13:00",2005,"W56","N","immigrant"
"20051O14","5","F","GRETI","H300669","23/05/2005 07:00",2005,"O14","R","immigrant"
"20051EX31","5","F","GRETI","E985071","23/05/2005 20:00",2005,"EX31","N","immigrant"
"20051B224","5","F","GRETI","T640002","24/05/2005 00:00",2005,"B224","N","immigrant"
"20051O14","5","M","GRETI","T177580","24/05/2005 06:00",2005,"O14","R","immigrant"
"20051W17","5","M","GRETI","T176481","24/05/2005 10:00",2005,"W17","R","immigrant"
"20051W23","5","F","GRETI","E985073","24/05/2005 10:00",2005,"W23","N","immigrant"
"20051SW5","5","F","GRETI","T640315","24/05/2005 11:00",2005,"SW5","N","immigrant"
"20051MP74","5","M","GRETI","T550058","25/05/2005 10:00",2005,"MP74","R","immigrant"
"20051EX62A","5","M","GRETI","T176477","25/05/2005 11:00",2005,"EX62A","R","immigrant"
"20051SW82","5","M","GRETI","TB26324","25/05/2005 13:00",2005,"SW82","R","immigrant"
"20051B8","5","F","GRETI","T640006","26/05/2005 00:00",2005,"B8","N","immigrant"
"20051P22","5","F","GRETI","P812088","26/05/2005 08:00",2005,"P22","N","immigrant"
"20051B225","5","F","GRETI","T550065","27/05/2005 00:00",2005,"B225","R","immigrant"
"20051B189","5","M","GRETI","T640003","27/05/2005 00:00",2005,"B189","N","immigrant"
"20051B2","5","F","GRETI","T640005","28/05/2005 00:00",2005,"B2","N","immigrant"
"20051MP52","5","F","GRETI","T550041","28/05/2005 07:00",2005,"MP52","R","immigrant"
"20051EX41B","5","M","GRETI","T177600","28/05/2005 10:00",2005,"EX41B","R","immigrant"
"20051B186","5","M","GRETI","T550071","30/05/2005 00:00",2005,"B186","R","immigrant"
"20051B80A","5","M","GRETI","P812096","31/05/2005 07:00",2005,"B80A","N","immigrant"
"20051B214","5","F","GRETI","P812097","31/05/2005 07:00",2005,"B214","N","immigrant"
"20051B214","5","M","GRETI","T550029","31/05/2005 08:00",2005,"B214","R","immigrant"
"20051EX40","5","M","GRETI","T177579","31/05/2005 11:00",2005,"EX40","R","immigrant"
"20051B205","5","F","GRETI","T550019","01/06/2005 00:00",2005,"B205","R","immigrant"
"20051MP85","5","F","GRETI","T640207","01/06/2005 08:00",2005,"MP85","N","immigrant"
"20051W71","5","F","GRETI","N200905","01/06/2005 14:00",2005,"W71","N","immigrant"
"20051W71","5","M","GRETI","N200906","01/06/2005 14:00",2005,"W71","N","immigrant"
"20051EX8","5","M","GRETI","N200907","02/06/2005 08:00",2005,"EX8","N","immigrant"
"20061B15","5","F","GRETI","T550200","18/05/2006 00:00",2006,"B15","R","immigrant"
"20061EX56","5","F","GRETI","N200998","20/05/2006 08:00",2006,"EX56","N","immigrant"
"20061MP55","5","F","GRETI","T550189","20/05/2006 08:30",2006,"MP55","R","immigrant"
"20061MP60","5","F","GRETI","T640211","20/05/2006 09:40",2006,"MP60","R","immigrant"
"20061EX71","5","M","GRETI","N200953","20/05/2006 16:00",2006,"EX71","R","immigrant"
"20061O27","5","F","GRETI","T640328","22/05/2006 02:00",2006,"O27","N","immigrant"
"20061SW44","5","F","GRETI","T640334","23/05/2006 08:00",2006,"SW44","N","immigrant"
"20061MP18","5","M","GRETI","T640209","23/05/2006 10:30",2006,"MP18","R","immigrant"
"20061C137","6","F","GRETI","N199441","23/05/2006 11:00",2006,"C137","R","immigrant"
"20061SW84A","5","F","GRETI","T640338","24/05/2006 09:00",2006,"SW84A","N","immigrant"
"20061EX79","5","F","GRETI","N200935","24/05/2006 09:00",2006,"EX79","R","immigrant"
"20061EX79","5","M","GRETI","N200991","24/05/2006 09:00",2006,"EX79","R","immigrant"
"20061EX80","5","M","GRETI","N200942","24/05/2006 10:00",2006,"EX80","R","immigrant"
"20061EX84","5","M","GRETI","H301196","24/05/2006 13:00",2006,"EX84","R","immigrant"
"20061P5","5","F","GRETI","N199447","25/05/2006 08:00",2006,"P5","R","immigrant"
"20061EX7","5","F","GRETI","R639201","25/05/2006 10:00",2006,"EX7","N","immigrant"
"20061SW54","5","F","GRETI","N199440","25/05/2006 10:00",2006,"SW54","N","immigrant"
"20061CP6","6","M","GRETI","T550134","25/05/2006 11:00",2006,"CP6","R","immigrant"
"20061SW107","6","F","GRETI","N199463","26/05/2006 06:00",2006,"SW107","N","immigrant"
"20061O19","5","F","GRETI","T640344","26/05/2006 11:00",2006,"O19","N","immigrant"
"20061EX43B","5","M","GRETI","N200989","27/05/2006 10:00",2006,"EX43B","R","immigrant"
"20061O106","5","F","GRETI","T640348","27/05/2006 13:00",2006,"O106","N","immigrant"
"20061W71","5","F","GRETI","N199518","28/05/2006 17:00",2006,"W71","R","immigrant"
"20061W51","5","M","GRETI","T176841","29/05/2006 11:00",2006,"W51","R","immigrant"
"20061EX13","5","F","GRETI","R639113","30/05/2006 06:00",2006,"EX13","N","immigrant"
"20061EX62G","5","M","GRETI","T176885","30/05/2006 15:00",2006,"EX62G","R","immigrant"
"20061O83","6","M","GRETI","N200941","31/05/2006 09:00",2006,"O83","R","immigrant"
"20061O53","5","F","GRETI","T640353","31/05/2006 17:00",2006,"O53","N","immigrant"
"20061O40","5","F","GRETI","T642829","01/06/2006 06:00",2006,"O40","R","immigrant"
"20061O45","5","F","GRETI","N199470","02/06/2006 06:00",2006,"O45","N","immigrant"
"20061W97","5","F","GRETI","R639118","02/06/2006 10:00",2006,"W97","N","immigrant"
"20061W60","5","M","GRETI","T176813","02/06/2006 16:00",2006,"W60","R","immigrant"
"20061O40","5","M","GRETI","TC58859","04/06/2006 07:00",2006,"O40","R","immigrant"
"20061W20","6","F","GRETI","T550135","05/06/2006 10:00",2006,"W20","R","immigrant"
"20061B218","6","F","GRETI","T550105","04/07/2006 20:00",2006,"B218",NA,"immigrant"
"20061B91","5","F","GRETI","T640011","16/07/2006 04:00",2006,"B91","N","immigrant"
"20061B27","5","M","GRETI","T640234","02/08/2006 08:00",2006,"B27",NA,"immigrant"
"20071C40","4","M","GRETI","T177719","09/05/2007 13:00",2007,"C40","R","immigrant"
"20071MP10","5","F","GRETI","R639412","10/05/2007 08:00",2007,"MP10","R","immigrant"
"20071W93","5","M","GRETI","J645000","10/05/2007 13:04",2007,"W93","N","immigrant"
"20071C117","6","F","GRETI","N199445","11/05/2007 08:00",2007,"C117","R","immigrant"
"20071EX52","5","F","GRETI","N199634","11/05/2007 09:00",2007,"EX52","N","immigrant"
"20071EX51","5","M","GRETI","T177644","11/05/2007 09:00",2007,"EX51","R","immigrant"
"20071EX65","6","F","GRETI","N199072","11/05/2007 11:00",2007,"EX65","R","immigrant"
"20071CP30","5","M","GRETI","N199636","11/05/2007 14:00",2007,"CP30","N","immigrant"
"20071CP43","5","F","GRETI","N199637","11/05/2007 15:00",2007,"CP43","N","immigrant"
"20071MP75","6","M","GRETI","T640276","12/05/2007 07:50",2007,"MP75","R","immigrant"
"20071MP56","5","F","GRETI","R639441","12/05/2007 10:35",2007,"MP56","R","immigrant"
"20071MP32","5","M","GRETI","R639408","13/05/2007 07:15",2007,"MP32","R","immigrant"
"20071SW35","6","M","GRETI","H301159","13/05/2007 17:00",2007,"SW35","R","immigrant"
"20071MP8","5","F","GRETI","R639450","14/05/2007 07:10",2007,"MP8","R","immigrant"
"20071CP38","5","M","GRETI","N199641","14/05/2007 08:00",2007,"CP38","N","immigrant"
"20071W51","5","F","GRETI","J644998","14/05/2007 08:04",2007,"W51","N","immigrant"
"20071W68","5","F","GRETI","P439580","14/05/2007 08:07",2007,"W68","R","immigrant"
"20071CP42A","5","F","GRETI","N199642","14/05/2007 09:00",2007,"CP42A","N","immigrant"
"20071W42","5","F","GRETI","J644997","14/05/2007 11:05",2007,"W42","N","immigrant"
"20071SW43","5","F","GRETI","T177617","16/05/2007 06:00",2007,"SW43","R","immigrant"
