"kinship","id1_id2","PC1_id1","PC2_id1","sex_id1","yr_id1","imm_res_id1","nb_id1","x_id1","y_id1","section_id1","PC1_id2","PC2_id2","sex_id2","yr_id2","imm_res_id2","nb_id2","x_id2","y_id2","section_id2","diff_years","distance","FID1","IID1","FID2","IID2","RT","EZ","Z0","Z1","Z2","PI_HAT","PHE","DST","PPC","RATIO","id2","id1","breeding_nb_id1","breeding_nb_id2","breeding_section_id1","breeding_x_id1","breeding_y_id1","breeding_section_id2","breeding_x_id2","breeding_y_id2","breeding_distance","close_far"
0,"N200906_E985065",0.00782516,-0.00903916,"M",2005,"immigrant","W71",445813.33,209236.71,"W",-0.00343139,-0.00913467,"M",2005,"immigrant","W56",445993.33,209438.71,"W",0,270.562377281099,1,"E985065",1,"N200906","OT",0,1,0,0,0,-1,0.631935,0.3871,1.9461,"E985065","N200906","W71","W56","W",445813.33,209236.71,"W",445993.33,209438.71,270.562377281099,"close"
0,"K199508_T642460",0.00583102,-0.026586,"M",2007,"immigrant","W52",445820.33,209385.71,"W",-0.00360894,-0.0370507,"M",2007,"immigrant","W46",446077.33,209204.76,"W",0,314.31179185642,1,"T642460",1,"K199508","OT",0,1,0,0,0,-1,0.634839,0.1836,1.8353,"T642460","K199508","W52","W46","W",445820.33,209385.71,"W",446077.33,209204.76,314.31179185642,"close"
0.0225694,"R040074_R040132",0.0464049,-0.0444204,"M",2003,"immigrant","W42",445967.33,209346.71,"W",0.00264691,-0.00698023,"M",2003,"immigrant","EX22",446025.33,209133.71,"EX",0,220.755520882265,1,"R040132",1,"R040074","OT",0,0.893,0.107,0,0.0535,-1,0.649115,0.7756,2.1575,"R040132","R040074","W42","EX22","W",445967.33,209346.71,"EX",446025.33,209133.71,220.755520882265,"close"
0.00493316,"TK25877_TB26734",-0.0060434,-0.0227798,"M",2006,"resident","W45",446015.33,209235.71,"W",-0.000534878,-0.0025405,"M",2006,"resident","MP20",448277.72,207566.76,"MP",0,2811.37023790886,1,"TB26734",1,"TK25877","OT",0,0.9831,0.0169,0,0.0084,-1,0.638993,0.8931,2.2583,"TB26734","TK25877","W74","MP78","W",445800.33,209211.71,"MP",448423.72,207060.76,3392.45648381813,"far"
0,"TE80684_E985065",0.0253394,-0.00377415,"M",2005,"resident","W66",445757.33,209361.71,"W",-0.00343139,-0.00913467,"M",2005,"immigrant","W56",445993.33,209438.71,"W",0,248.243831746128,1,"E985065",1,"TE80684","OT",0,1,0,0,0,-1,0.625116,0.0624,1.7267,"E985065","TE80684","W72","W56","W",445760.33,209327.71,"W",445993.33,209438.71,258.089131890516,"close"
0.032172,"TE80684_N200906",0.0253394,-0.00377415,"M",2005,"resident","W66",445757.33,209361.71,"W",0.00782516,-0.00903916,"M",2005,"immigrant","W71",445813.33,209236.71,"W",0,136.970799807842,1,"N200906",1,"TE80684","OT",0,0.8997,0.0626,0.0378,0.0691,-1,0.659674,0.9633,2.3957,"N200906","TE80684","W72","W71","W",445760.33,209327.71,"W",445813.33,209236.71,105.309068935206,"close"
0,"TA15923_E985065",-0.010504,-0.00671886,"M",2005,"resident","W60",445859.33,209421.71,"W",-0.00343139,-0.00913467,"M",2005,"immigrant","W56",445993.33,209438.71,"W",0,135.074053763112,1,"E985065",1,"TA15923","OT",0,1,0,0,0,-1,0.627387,0.0447,1.7056,"E985065","TA15923","W54","W56","W",446073.33,209473.71,"W",445993.33,209438.71,87.3212459828649,"close"
0,"TA15923_N200906",-0.010504,-0.00671886,"M",2005,"resident","W60",445859.33,209421.71,"W",0.00782516,-0.00903916,"M",2005,"immigrant","W71",445813.33,209236.71,"W",0,190.633155563244,1,"N200906",1,"TA15923","OT",0,1,0,0,0,-1,0.636533,0.5752,2.0364,"N200906","TA15923","W54","W71","W",446073.33,209473.71,"W",445813.33,209236.71,351.808186374337,"close"
0,"TA15923_TE80684",-0.010504,-0.00671886,"M",2005,"resident","W60",445859.33,209421.71,"W",0.0253394,-0.00377415,"M",2005,"resident","W66",445757.33,209361.71,"W",0,118.338497539896,1,"TE80684",1,"TA15923","OT",0,1,0,0,0,-1,0.641826,0.6143,2.0573,"TE80684","TA15923","W54","W72","W",446073.33,209473.71,"W",445760.33,209327.71,345.376606040421,"close"
0,"TC58785_E985065",-0.00602523,-0.00755253,"M",2005,"resident","W46",446077.33,209204.76,"W",-0.00343139,-0.00913467,"M",2005,"immigrant","W56",445993.33,209438.71,"W",0,248.573133101693,1,"E985065",1,"TC58785","OT",0,1,0,0,0,-1,0.624418,0.0194,1.642,"E985065","TC58785","W69","W56","W",445872.33,209243.71,"W",445993.33,209438.71,229.490740553949,"close"
0,"TC58785_N200906",-0.00602523,-0.00755253,"M",2005,"resident","W46",446077.33,209204.76,"W",0.00782516,-0.00903916,"M",2005,"immigrant","W71",445813.33,209236.71,"W",0,265.926310281625,1,"N200906",1,"TC58785","OT",0,1,0,0,0,-1,0.620979,0.2483,1.8735,"N200906","TC58785","W69","W71","W",445872.33,209243.71,"W",445813.33,209236.71,59.4138031100518,"close"
0,"TC58785_TE80684",-0.00602523,-0.00755253,"M",2005,"resident","W46",446077.33,209204.76,"W",0.0253394,-0.00377415,"M",2005,"resident","W66",445757.33,209361.71,"W",0,356.417315095654,1,"TE80684",1,"TC58785","OT",0,1,0,0,0,-1,0.634902,0.4223,1.962,"TE80684","TC58785","W69","W72","W",445872.33,209243.71,"W",445760.33,209327.71,140,"close"
0,"TC58785_TA15923",-0.00602523,-0.00755253,"M",2005,"resident","W46",446077.33,209204.76,"W",-0.010504,-0.00671886,"M",2005,"resident","W60",445859.33,209421.71,"W",0,307.556990653753,1,"TA15923",1,"TC58785","OT",0,1,0,0,0,-1,0.635305,0.4223,1.962,"TA15923","TC58785","W69","W54","W",445872.33,209243.71,"W",446073.33,209473.71,305.45212390815,"close"
0,"TB26723_TB26734",-0.00220943,-0.00137677,"M",2006,"resident","MP15",448158.72,207690.76,"MP",-0.000534878,-0.0025405,"M",2006,"resident","MP20",448277.72,207566.76,"MP",0,171.863317784802,1,"TB26734",1,"TB26723","OT",0,1,0,0,0,-1,0.634454,0.5381,2.0184,"TB26734","TB26723","MP31","MP78","MP",448368.72,207321.76,"MP",448423.72,207060.76,266.732075311538,"close"
0.000157233,"TB26723_TK25877",-0.00220943,-0.00137677,"M",2006,"resident","MP15",448158.72,207690.76,"MP",-0.0060434,-0.0227798,"M",2006,"resident","W45",446015.33,209235.71,"W",0,2642.15654240996,1,"TK25877",1,"TB26723","OT",0,1,0,0,0,-1,0.638397,0.3874,1.9464,"TK25877","TB26723","MP31","W74","MP",448368.72,207321.76,"W",445800.33,209211.71,3188.81454377637,"far"
0,"TA16463_TA16239",-0.00104754,0.00552828,"M",2002,"resident","MP83",448302.72,207433.76,"MP",-0.0112055,-0.0101919,"M",2002,"resident","MP71",448536.72,206873.76,"MP",0,606.923388905058,1,"TA16239",1,"TA16463","OT",0,1,0,0,0,-1,0.627154,0.2193,1.8571,"TA16239","TA16463","MP78","MP25","MP",448423.72,207060.76,"MP",448397.72,207421.76,361.93507705112,"close"
0,"TC58827_E985065",0.00404871,0.00675991,"M",2005,"resident","CP4",446433.33,209284.71,"CP",-0.00343139,-0.00913467,"M",2005,"immigrant","W56",445993.33,209438.71,"W",0,466.171642209176,1,"E985065",1,"TC58827","OT",0,1,0,0,0,-1,0.627565,0.1005,1.7679,"E985065","TC58827","W63","W56","W",445695.33,209336.71,"W",445993.33,209438.71,314.973014717134,"close"
0,"TC58827_N200906",0.00404871,0.00675991,"M",2005,"resident","CP4",446433.33,209284.71,"CP",0.00782516,-0.00903916,"M",2005,"immigrant","W71",445813.33,209236.71,"W",0,621.855288632331,1,"N200906",1,"TC58827","OT",0,1,0,0,0,-1,0.635791,0.5253,2.0121,"N200906","TC58827","W63","W71","W",445695.33,209336.71,"W",445813.33,209236.71,154.673850407882,"close"
0,"TC58827_TE80684",0.00404871,0.00675991,"M",2005,"resident","CP4",446433.33,209284.71,"CP",0.0253394,-0.00377415,"M",2005,"resident","W66",445757.33,209361.71,"W",0,680.371222201527,1,"TE80684",1,"TC58827","OT",0,1,0,0,0,-1,0.635728,0.5644,2.0318,"TE80684","TC58827","W63","W72","W",445695.33,209336.71,"W",445760.33,209327.71,65.6201188660917,"close"
0,"TC58827_TA15923",0.00404871,0.00675991,"M",2005,"resident","CP4",446433.33,209284.71,"CP",-0.010504,-0.00671886,"M",2005,"resident","W60",445859.33,209421.71,"W",0,590.122868562133,1,"TA15923",1,"TC58827","OT",0,1,0,0,0,-1,0.632867,0.2595,1.8802,"TA15923","TC58827","W63","W54","W",445695.33,209336.71,"W",446073.33,209473.71,402.060940654523,"close"
0,"TC58827_TC58785",0.00404871,0.00675991,"M",2005,"resident","CP4",446433.33,209284.71,"CP",-0.00602523,-0.00755253,"M",2005,"resident","W46",446077.33,209204.76,"W",0,364.86710251816,1,"TC58785",1,"TC58827","OT",0,1,0,0,0,-1,0.627799,0.4479,1.9745,"TC58785","TC58827","W63","W69","W",445695.33,209336.71,"W",445872.33,209243.71,199.94499243542,"close"
0,"TA16185_TA16239",-0.0170491,-0.00402831,"M",2002,"resident","MP76",448390.72,207004.76,"MP",-0.0112055,-0.0101919,"M",2002,"resident","MP71",448536.72,206873.76,"MP",0,196.155550520499,1,"TA16239",1,"TA16185","OT",0,0.8579,0.1421,0,0.071,-1,0.639665,0.606,2.0552,"TA16239","TA16185","W61","MP25","W",445821.33,209425.71,"MP",448397.72,207421.76,3263.9854525717,"far"
0.0106552,"TA16185_TA16463",-0.0170491,-0.00402831,"M",2002,"resident","MP76",448390.72,207004.76,"MP",-0.00104754,0.00552828,"M",2002,"resident","MP83",448302.72,207433.76,"MP",0,437.932643222676,1,"TA16463",1,"TA16185","OT",0,0.9483,0.0293,0.0224,0.0371,-1,0.649977,0.6008,2.0497,"TA16463","TA16185","W61","MP78","W",445821.33,209425.71,"MP",448423.72,207060.76,3516.4502292226,"far"
0,"VS83344_C695391",-0.00384482,0.00576305,"M",2001,"resident","MP63",448567.72,206970.76,"MP",0.0294242,-0.00104295,"M",2001,"immigrant","EX21",445992.33,209122.71,"EX",0,3356.11716937888,1,"C695391",1,"VS83344","OT",0,1,0,0,0,-1,0.628498,0.1259,1.7848,"C695391","VS83344","MP32","EX21","MP",448413.72,207330.76,"EX",445992.33,209122.71,3012.34366143701,"far"
0,"V260951_T642460",0.0057271,0.000714436,"M",2007,"immigrant","W69",445872.33,209243.71,"W",-0.00360894,-0.0370507,"M",2007,"immigrant","W46",446077.33,209204.76,"W",0,208.667444753605,1,"T642460",1,"V260951","OT",0,1,0,0,0,-1,0.640261,0.3396,1.9231,"T642460","V260951","W69","W46","W",445872.33,209243.71,"W",446077.33,209204.76,208.667444753605,"close"
0,"V260951_K199508",0.0057271,0.000714436,"M",2007,"immigrant","W69",445872.33,209243.71,"W",0.00583102,-0.026586,"M",2007,"immigrant","W52",445820.33,209385.71,"W",0,151.221691565727,1,"K199508",1,"V260951","OT",0,1,0,0,0,-1,0.629837,0.1813,1.8323,"K199508","V260951","W69","W52","W",445872.33,209243.71,"W",445820.33,209385.71,151.221691565727,"close"
0.0106484,"VS83783_VF64411",0.0228874,0.00767463,"M",2000,"resident","W59",445913.33,209353.71,"W",-0.00293455,-0.0077289,"M",2000,"resident","CP3",446370.33,209284.71,"CP",0,462.179618763095,1,"VF64411",1,"VS83783","OT",0,0.9657,0.0169,0.0174,0.0258,-1,0.64662,0.8613,2.2237,"VF64411","VS83783","W41","W31","W",446030.33,209444.71,"W",446142.33,209424.71,113.771701226623,"close"
0,"VS84537_VF64411",-0.00561511,-0.0105989,"M",2000,"resident","MP71",448536.72,206873.76,"MP",-0.00293455,-0.0077289,"M",2000,"resident","CP3",446370.33,209284.71,"CP",0,3241.28455008192,1,"VF64411",1,"VS84537","OT",0,0.9769,0.0231,0,0.0115,-1,0.633442,0.7319,2.1258,"VF64411","VS84537","MP53","W31","MP",448521.72,207119.76,"W",446142.33,209424.71,3312.74678697297,"far"
0.0132242,"VS84537_VS83783",-0.00561511,-0.0105989,"M",2000,"resident","MP71",448536.72,206873.76,"MP",0.0228874,0.00767463,"M",2000,"resident","W59",445913.33,209353.71,"W",0,3610.03145340864,1,"VS83783",1,"VS84537","OT",0,0.9934,0,0.0066,0.0066,-1,0.640028,0.8375,2.2,"VS83783","VS84537","MP53","W41","MP",448521.72,207119.76,"W",446030.33,209444.71,3407.6996103823,"far"
0,"N199102_R040136",-0.0083226,-0.0152956,"F",2004,"immigrant","MP86",448227.72,207521.76,"MP",-0.0131558,0.00771165,"M",2004,"immigrant","W69",445872.33,209243.71,"W",0,2917.70009675424,1,"R040136",1,"N199102","OT",0,1,0,0,0,-1,0.62704,0.0412,1.6983,"R040136","N199102","MP86","W69","MP",448227.72,207521.76,"W",445872.33,209243.71,2917.70009675424,"far"
0,"C695390_C695391",0.00204534,-0.0192926,"F",2001,"immigrant","W46",446077.33,209204.76,"W",0.0294242,-0.00104295,"M",2001,"immigrant","EX21",445992.33,209122.71,"EX",0,118.14060478939,1,"C695391",1,"C695390","OT",0,1,0,0,0,-1,0.623428,0.361,1.9325,"C695391","C695390","W46","EX21","W",446077.33,209204.76,"EX",445992.33,209122.71,118.14060478939,"close"
0,"C695390_VS83344",0.00204534,-0.0192926,"F",2001,"immigrant","W46",446077.33,209204.76,"W",-0.00384482,0.00576305,"M",2001,"resident","MP63",448567.72,206970.76,"MP",0,3345.56398116966,1,"VS83344",1,"C695390","OT",0,1,0,0,0,-1,0.629837,0.1273,1.7929,"VS83344","C695390","W46","MP32","W",446077.33,209204.76,"MP",448413.72,207330.76,2995.09502889304,"far"
0,"T176922_T642460",0.0412607,0.0310079,"F",2007,"immigrant","W56",445993.33,209438.71,"W",-0.00360894,-0.0370507,"M",2007,"immigrant","W46",446077.33,209204.76,"W",0,248.573133101693,1,"T642460",1,"T176922","OT",0,0.9953,0,0.0047,0.0047,-1,0.639562,0.602,2.051,"T642460","T176922","W56","W46","W",445993.33,209438.71,"W",446077.33,209204.76,248.573133101693,"close"
0,"T176922_K199508",0.0412607,0.0310079,"F",2007,"immigrant","W56",445993.33,209438.71,"W",0.00583102,-0.026586,"M",2007,"immigrant","W52",445820.33,209385.71,"W",0,180.936452933067,1,"K199508",1,"T176922","OT",0,1,0,0,0,-1,0.62698,0.1388,1.8,"K199508","T176922","W56","W52","W",445993.33,209438.71,"W",445820.33,209385.71,180.936452933067,"close"
0,"T176922_V260951",0.0412607,0.0310079,"F",2007,"immigrant","W56",445993.33,209438.71,"W",0.0057271,0.000714436,"M",2007,"immigrant","W69",445872.33,209243.71,"W",0,229.490740553949,1,"V260951",1,"T176922","OT",0,1,0,0,0,-1,0.644823,0.4744,1.9877,"V260951","T176922","W56","W69","W",445993.33,209438.71,"W",445872.33,209243.71,229.490740553949,"close"
0,"P439036_R040132",-0.00460141,0.000992081,"F",2003,"immigrant","MP86",448227.72,207521.76,"MP",0.00264691,-0.00698023,"M",2003,"immigrant","EX22",446025.33,209133.71,"EX",0,2729.26812801523,1,"R040132",1,"P439036","OT",0,0.9838,0,0.0162,0.0162,-1,0.642724,0.5131,2.0065,"R040132","P439036","MP86","EX22","MP",448227.72,207521.76,"EX",446025.33,209133.71,2729.26812801523,"far"
0,"P439036_R040074",-0.00460141,0.000992081,"F",2003,"immigrant","MP86",448227.72,207521.76,"MP",0.0464049,-0.0444204,"M",2003,"immigrant","W42",445967.33,209346.71,"W",0,2905.13432642963,1,"R040074",1,"P439036","OT",0,1,0,0,0,-1,0.632929,0.1433,1.8122,"R040074","P439036","MP86","W42","MP",448227.72,207521.76,"W",445967.33,209346.71,2905.13432642963,"far"
0,"R639009_R040132",-0.00861808,0.00504683,"F",2003,"immigrant","MP52",448469.72,207074.76,"MP",0.00264691,-0.00698023,"M",2003,"immigrant","EX22",446025.33,209133.71,"EX",0,3195.98460174634,1,"R040132",1,"R639009","OT",0,1,0,0,0,-1,0.632045,0.5513,2.0252,"R040132","R639009","MP52","EX22","MP",448469.72,207074.76,"EX",446025.33,209133.71,3195.98460174634,"far"
0,"R639009_R040074",-0.00861808,0.00504683,"F",2003,"immigrant","MP52",448469.72,207074.76,"MP",0.0464049,-0.0444204,"M",2003,"immigrant","W42",445967.33,209346.71,"W",0,3379.89829944626,1,"R040074",1,"R639009","OT",0,1,0,0,0,-1,0.636469,0.551,2.0248,"R040074","R639009","MP52","W42","MP",448469.72,207074.76,"W",445967.33,209346.71,3379.89829944626,"far"
0,"R639009_P439036",-0.00861808,0.00504683,"F",2003,"immigrant","MP52",448469.72,207074.76,"MP",-0.00460141,0.000992081,"F",2003,"immigrant","MP86",448227.72,207521.76,"MP",0,508.30404287198,1,"P439036",1,"R639009","OT",0,0.9159,0.0841,0,0.042,-1,0.621678,0.0861,1.75,"P439036","R639009","MP52","MP86","MP",448469.72,207074.76,"MP",448227.72,207521.76,508.30404287198,"close"
0,"TA16181_TA16239",-0.0373278,-0.00363458,"F",2002,"resident","MP76",448390.72,207004.76,"MP",-0.0112055,-0.0101919,"M",2002,"resident","MP71",448536.72,206873.76,"MP",0,196.155550520499,1,"TA16239",1,"TA16181","OT",0,1,0,0,0,-1,0.635771,0.2958,1.9017,"TA16239","TA16181","MP46","MP25","MP",448477.72,207167.76,"MP",448397.72,207421.76,266.300582049683,"close"
0,"TA16181_TA16463",-0.0373278,-0.00363458,"F",2002,"resident","MP76",448390.72,207004.76,"MP",-0.00104754,0.00552828,"M",2002,"resident","MP83",448302.72,207433.76,"MP",0,437.932643222676,1,"TA16463",1,"TA16181","OT",0,1,0,0,0,-1,0.637232,0.2427,1.8728,"TA16463","TA16181","MP46","MP78","MP",448477.72,207167.76,"MP",448423.72,207060.76,119.854077944808,"close"
0.124523,"TA16181_TA16185",-0.0373278,-0.00363458,"F",2002,"resident","MP76",448390.72,207004.76,"MP",-0.0170491,-0.00402831,"M",2002,"resident","MP76",448390.72,207004.76,"MP",0,0,1,"TA16185",1,"TA16181","FS",0.5,0.4601,0.5399,0,0.2699,-1,0.701677,1,4.6579,"TA16185","TA16181","MP46","W61","MP",448477.72,207167.76,"W",445821.33,209425.71,3486.36573448623,"far"
0,"TK25603_TB26734",-0.0102797,0.00238169,"F",2006,"resident","MP55",448598.34,207079.41,"MP",-0.000534878,-0.0025405,"M",2006,"resident","MP20",448277.72,207566.76,"MP",0,583.358557749897,1,"TB26734",1,"TK25603","OT",0,1,0,0,0,-1,0.642724,0.2709,1.8869,"TB26734","TK25603","MP30","MP78","MP",448363.72,207370.76,"MP",448423.72,207060.76,315.753068076939,"close"
0,"TK25603_TK25877",-0.0102797,0.00238169,"F",2006,"resident","MP55",448598.34,207079.41,"MP",-0.0060434,-0.0227798,"M",2006,"resident","W45",446015.33,209235.71,"W",0,3364.75412921955,1,"TK25877",1,"TK25603","OT",0,1,0,0,0,-1,0.629423,0.4362,1.9693,"TK25877","TK25603","MP30","W74","MP",448363.72,207370.76,"W",445800.33,209211.71,3155.95709644471,"far"
0,"TK25603_TB26723",-0.0102797,0.00238169,"F",2006,"resident","MP55",448598.34,207079.41,"MP",-0.00220943,-0.00137677,"M",2006,"resident","MP15",448158.72,207690.76,"MP",0,753.003696471707,1,"TB26723",1,"TK25603","OT",0,1,0,0,0,-1,0.642358,0.0465,1.7062,"TB26723","TK25603","MP30","MP31","MP",448363.72,207370.76,"MP",448368.72,207321.76,49.254441424099,"close"
0,"TA16088_TA16239",-0.0169372,0.00946522,"F",2002,"resident","MP52",448469.72,207074.76,"MP",-0.0112055,-0.0101919,"M",2002,"resident","MP71",448536.72,206873.76,"MP",0,211.872603231281,1,"TA16239",1,"TA16088","OT",0,0.9499,0.0501,0,0.025,-1,0.628259,0.1679,1.8199,"TA16239","TA16088","MP46","MP25","MP",448477.72,207167.76,"MP",448397.72,207421.76,266.300582049683,"close"
0.00956713,"TA16088_TA16463",-0.0169372,0.00946522,"F",2002,"resident","MP52",448469.72,207074.76,"MP",-0.00104754,0.00552828,"M",2002,"resident","MP83",448302.72,207433.76,"MP",0,395.941914931976,1,"TA16463",1,"TA16088","OT",0,0.9912,0.0088,0,0.0044,-1,0.636935,0.2918,1.8976,"TA16463","TA16088","MP46","MP78","MP",448477.72,207167.76,"MP",448423.72,207060.76,119.854077944808,"close"
0,"TA16088_TA16185",-0.0169372,0.00946522,"F",2002,"resident","MP52",448469.72,207074.76,"MP",-0.0170491,-0.00402831,"M",2002,"resident","MP76",448390.72,207004.76,"MP",0,105.55093557141,1,"TA16185",1,"TA16088","OT",0,1,0,0,0,-1,0.626397,0.1002,1.7727,"TA16185","TA16088","MP46","W61","MP",448477.72,207167.76,"W",445821.33,209425.71,3486.36573448623,"far"
0,"TC59623_TB26734",0.00955881,-0.0272431,"F",2006,"resident","W92",445495.33,209195.71,"W",-0.000534878,-0.0025405,"M",2006,"resident","MP20",448277.72,207566.76,"MP",0,3224.15449608106,1,"TB26734",1,"TC59623","OT",0,1,0,0,0,-1,0.637722,0.3745,1.9398,"TB26734","TC59623","W45","MP78","W",446015.33,209235.71,"MP",448423.72,207060.76,3245.11169216095,"far"
0.0157027,"TC59623_TK25877",0.00955881,-0.0272431,"F",2006,"resident","W92",445495.33,209195.71,"W",-0.0060434,-0.0227798,"M",2006,"resident","W45",446015.33,209235.71,"W",0,521.536192416212,1,"TK25877",1,"TC59623","OT",0,1,0,0,0,-1,0.633271,0.5254,2.0122,"TK25877","TC59623","W45","W74","W",446015.33,209235.71,"W",445800.33,209211.71,216.335387766311,"close"
0,"TC59623_TB26723",0.00955881,-0.0272431,"F",2006,"resident","W92",445495.33,209195.71,"W",-0.00220943,-0.00137677,"M",2006,"resident","MP15",448158.72,207690.76,"MP",0,3059.16995189867,1,"TB26723",1,"TC59623","OT",0,1,0,0,0,-1,0.63666,0.4494,1.9759,"TB26723","TC59623","W45","MP31","W",446015.33,209235.71,"MP",448368.72,207321.76,3033.42201063415,"far"
0,"TC59623_TK25603",0.00955881,-0.0272431,"F",2006,"resident","W92",445495.33,209195.71,"W",-0.0102797,0.00238169,"F",2006,"resident","MP55",448598.34,207079.41,"MP",0,3755.98146296012,1,"TK25603",1,"TC59623","OT",0,1,0,0,0,-1,0.644688,0.577,2.0382,"TK25603","TC59623","W45","MP30","W",446015.33,209235.71,"MP",448363.72,207370.76,2998.82878714336,"far"
0,"TC58032_R040136",5.81169e-05,-0.00284462,"F",2004,"resident","EX34",445711.33,208853.71,"EX",-0.0131558,0.00771165,"M",2004,"immigrant","W69",445872.33,209243.71,"W",0,421.9253488474,1,"R040136",1,"TC58032","OT",0,1,0,0,0,-1,0.629604,0.0589,1.7225,"R040136","TC58032","W54","W69","W",446073.33,209473.71,"W",445872.33,209243.71,305.45212390815,"close"
0,"TC58032_N199102",5.81169e-05,-0.00284462,"F",2004,"resident","EX34",445711.33,208853.71,"EX",-0.0083226,-0.0152956,"F",2004,"immigrant","MP86",448227.72,207521.76,"MP",0,2847.15813305122,1,"N199102",1,"TC58032","OT",0,1,0,0,0,-1,0.626514,0.0333,1.6882,"N199102","TC58032","W54","MP86","W",446073.33,209473.71,"MP",448227.72,207521.76,2907.14723992435,"far"
0.0154066,"VS83731_VF64411",0.00267074,-0.00890831,"F",2000,"resident","W100",445358.33,209039.71,"W",-0.00293455,-0.0077289,"M",2000,"resident","CP3",446370.33,209284.71,"CP",0,1041.23436362809,1,"VF64411",1,"VS83731","OT",0,0.9616,0.0222,0.0162,0.0273,-1,0.646853,0.7582,2.1401,"VF64411","VS83731","W55","W31","W",446057.33,209470.71,"W",446142.33,209424.71,96.6488489326179,"close"
0,"VS83731_VS83783",0.00267074,-0.00890831,"F",2000,"resident","W100",445358.33,209039.71,"W",0.0228874,0.00767463,"M",2000,"resident","W59",445913.33,209353.71,"W",0,637.66840912813,1,"VS83783",1,"VS83731","OT",0,1,0,0,0,-1,0.639226,0.5381,2.0184,"VS83783","VS83731","W55","W41","W",446057.33,209470.71,"W",446030.33,209444.71,37.4833296279826,"close"
0.0100994,"VS83731_VS84537",0.00267074,-0.00890831,"F",2000,"resident","W100",445358.33,209039.71,"W",-0.00561511,-0.0105989,"M",2000,"resident","MP71",448536.72,206873.76,"MP",0,3846.23223357608,1,"VS84537",1,"VS83731","OT",0,0.958,0.042,0,0.021,-1,0.637698,0.3861,1.9451,"VS84537","VS83731","W55","MP53","W",446057.33,209470.71,"MP",448521.72,207119.76,3405.9042814794,"far"
0,"VN57374_E985065",0.0149219,-0.0446526,"F",2005,"resident","W103A",445294.33,209015.71,"W",-0.00343139,-0.00913467,"M",2005,"immigrant","W56",445993.33,209438.71,"W",0,817.025091413966,1,"E985065",1,"VN57374","OT",0,0.9741,0.0259,0,0.013,-1,0.63863,0.2775,1.8882,"E985065","VN57374","W43","W56","W",445941.33,209362.71,"W",445993.33,209438.71,92.0869154657707,"close"
0.0145601,"VN57374_N200906",0.0149219,-0.0446526,"F",2005,"resident","W103A",445294.33,209015.71,"W",0.00782516,-0.00903916,"M",2005,"immigrant","W71",445813.33,209236.71,"W",0,564.093963803904,1,"N200906",1,"VN57374","OT",0,0.9491,0.0509,0,0.0255,-1,0.644522,0.9694,2.4041,"N200906","VN57374","W43","W71","W",445941.33,209362.71,"W",445813.33,209236.71,179.610690105016,"close"
0.00579937,"VN57374_TE80684",0.0149219,-0.0446526,"F",2005,"resident","W103A",445294.33,209015.71,"W",0.0253394,-0.00377415,"M",2005,"resident","W66",445757.33,209361.71,"W",0,578.000865051256,1,"TE80684",1,"VN57374","OT",0,0.9363,0.0637,0,0.0319,-1,0.636766,0.5901,2.0452,"TE80684","VN57374","W43","W72","W",445941.33,209362.71,"W",445760.33,209327.71,184.352922406996,"close"
0.0171429,"VN57374_TA15923",0.0149219,-0.0446526,"F",2005,"resident","W103A",445294.33,209015.71,"W",-0.010504,-0.00671886,"M",2005,"resident","W60",445859.33,209421.71,"W",0,695.744924523349,1,"TA15923",1,"VN57374","OT",0,0.9359,0.0501,0.014,0.039,-1,0.649511,0.9274,2.3125,"TA15923","VN57374","W43","W54","W",445941.33,209362.71,"W",446073.33,209473.71,172.467388221658,"close"
0.0235029,"VN57374_TC58785",0.0149219,-0.0446526,"F",2005,"resident","W103A",445294.33,209015.71,"W",-0.00602523,-0.00755253,"M",2005,"resident","W46",446077.33,209204.76,"W",0,805.499163562574,1,"TC58785",1,"VN57374","OT",0,0.864,0.136,0,0.068,-1,0.65261,0.9334,2.3262,"TC58785","VN57374","W43","W69","W",445941.33,209362.71,"W",445872.33,209243.71,137.557260804365,"close"
0,"VN57374_TC58827",0.0149219,-0.0446526,"F",2005,"resident","W103A",445294.33,209015.71,"W",0.00404871,0.00675991,"M",2005,"resident","CP4",446433.33,209284.71,"CP",0,1170.33414032062,1,"TC58827",1,"VN57374","OT",0,0.9826,0.0174,0,0.0087,-1,0.634328,0.676,2.0921,"TC58827","VN57374","W43","W63","W",445941.33,209362.71,"W",445695.33,209336.71,247.370167966956,"close"
0,"VF64622_VF64411",-0.00223731,0.00202763,"F",2000,"resident","W79",445684.33,209242.71,"W",-0.00293455,-0.0077289,"M",2000,"resident","CP3",446370.33,209284.71,"CP",0,687.28451168348,1,"VF64411",1,"VF64622","OT",0,1,0,0,0,-1,0.62704,0.0822,1.747,"VF64411","VF64622","W42","W31","W",445967.33,209346.71,"W",446142.33,209424.71,191.59592897554,"close"
0.0265655,"VF64622_VS83783",-0.00223731,0.00202763,"F",2000,"resident","W79",445684.33,209242.71,"W",0.0228874,0.00767463,"M",2000,"resident","W59",445913.33,209353.71,"W",0,254.483791232369,1,"VS83783",1,"VF64622","OT",0,0.9125,0.0663,0.0212,0.0544,-1,0.654151,0.4743,1.9876,"VS83783","VF64622","W42","W41","W",445967.33,209346.71,"W",446030.33,209444.71,116.503218839653,"close"
